subj_no,age,group,stim,trial,difficulty,resp,corr,conf,RT_day1,RT_day2
23,18,1,1,122,2,1,1,3,0.468392796,0.44626518
23,39,1,2,123,3,1,0,1,0.793992321,0.804793623
23,25,1,1,124,1,1,1,4,0.412999114,0.467368501
23,25,1,1,125,2,2,0,3,0.692748167,0.709385334
23,37,1,2,126,1,2,1,5,0.468607925,0.567387226
23,33,1,1,127,2,1,1,3,0.691515029,0.632770422
23,19,1,1,128,1,1,1,5,0.412688963,0.464625896
23,19,1,1,129,2,1,1,3,0.652877935,0.71777027
23,25,1,1,130,2,1,1,4,0.481101352,0.433592443
23,32,1,1,131,3,1,1,2,0.98891301,0.96147878
23,18,1,2,132,2,2,1,3,0.636036368,0.629037791
23,39,1,1,133,3,2,0,1,0.853829489,0.811031456
23,25,1,2,134,1,2,1,4,0.32602628,0.388084111
23,25,1,2,135,3,2,1,2,0.831119748,0.845369671
23,37,1,2,136,2,1,0,2,0.530781084,0.540208218
23,33,1,1,137,2,2,0,2,0.75099365,0.685365271
23,19,1,1,138,1,1,1,5,0.229333928,0.222574062
23,19,1,2,139,2,2,1,3,0.730799958,0.790102422
23,25,1,2,140,2,1,0,3,0.836978373,0.810380922
23,32,1,1,141,2,1,1,4,0.595397907,0.635939951
23,18,1,2,142,3,2,1,3,0.534552612,0.483116547
23,39,1,2,143,2,2,1,3,0.612190913,0.641001485
23,25,1,2,144,3,2,1,3,0.626688731,0.624866366
23,25,1,1,145,2,1,1,4,0.785259554,0.712885503
23,37,1,2,146,1,2,1,5,0.402046356,0.476693441
23,33,1,1,147,1,1,1,4,0.384867652,0.439330104
23,19,1,2,148,2,1,0,3,0.677587912,0.718549752
23,19,1,1,149,1,1,1,5,0.433550905,0.435387291
23,25,1,1,150,3,2,0,2,0.902644469,0.92471206
23,32,1,2,151,2,2,1,4,0.668662874,0.736988556
23,18,1,2,152,3,1,0,2,1.030543534,1.074298458
23,39,1,2,153,3,2,1,3,1.062482382,1.027268735
23,25,1,2,154,1,2,1,4,0.439061899,0.498784376
23,25,1,1,155,2,1,1,3,0.603622839,0.616687729
23,37,1,2,156,2,2,1,3,0.811733988,0.722883441
23,33,1,2,157,3,1,0,2,0.704972367,0.732538068
23,19,1,1,158,3,1,1,3,0.619439911,0.54927809
23,19,1,2,159,1,1,0,4,0.644758214,0.685169191
23,25,1,2,160,2,2,1,3,0.731787008,0.614330011
23,32,1,1,161,1,1,1,4,0.452852383,0.449303513
23,18,1,2,162,2,2,1,3,0.628556631,0.640195428
23,39,1,1,163,2,1,1,3,0.564446927,0.510736534
23,25,1,2,164,2,2,1,4,0.754819843,0.763505331
23,25,1,1,165,2,2,0,3,0.537762074,0.552099326
23,37,1,2,166,1,2,1,5,0.373146931,0.327523129
23,33,1,1,167,2,2,0,2,0.606131768,0.579879154
23,19,1,2,168,2,2,1,4,0.623891379,0.539799038
23,19,1,1,169,2,2,0,2,0.442951949,0.459262004
23,25,1,2,170,3,1,0,2,1.338631227,1.374173931
23,32,1,1,171,1,1,1,4,0.530046359,0.558961735
23,18,1,1,172,1,1,1,4,0.425373039,0.475868355
23,39,1,2,173,2,2,1,3,0.496445109,0.543291406
23,25,1,1,174,3,2,0,2,0.581899607,0.475852771
23,25,1,1,175,3,1,1,2,0.983696849,0.972295918
23,37,1,2,176,3,1,0,1,1.46344171,1.493093299
23,33,1,1,177,3,2,0,1,0.562153977,0.595231534
23,19,1,2,178,3,2,1,2,0.776811855,0.752024998
23,19,1,2,179,3,2,1,3,1.062017011,1.033499847
23,25,1,2,180,1,1,0,3,0.476928096,0.399856759
23,32,1,2,181,1,2,1,4,0.360797676,0.285384279
23,18,1,1,182,2,2,0,3,0.72950336,0.796248994
23,39,1,2,183,1,2,1,4,0.286233279,0.325981426
23,25,1,1,184,1,1,1,4,0.458933644,0.452828307
23,25,1,2,185,1,1,0,3,0.491381515,0.530229278
23,37,1,1,186,3,1,1,2,1.167291558,1.135961721
23,33,1,2,187,1,2,1,4,0.503029012,0.522996738
23,19,1,1,188,3,1,1,2,1.064974434,1.097542324
23,19,1,2,189,2,1,0,2,0.883611017,0.843687169
23,25,1,1,190,3,1,1,2,0.654638938,0.668980189
23,32,1,2,191,2,1,0,2,0.920234004,0.943573636
23,18,1,2,192,1,2,1,5,0.315318164,0.350038602
23,39,1,1,193,3,1,1,3,0.710945402,0.682219793
23,25,1,2,194,1,2,1,4,0.360147673,0.367186559
23,25,1,2,195,2,1,0,3,0.719864476,0.730283989
23,37,1,1,196,1,1,1,5,0.340891106,0.289728133
23,33,1,2,197,2,2,1,3,0.387478623,0.425935882
23,19,1,1,198,3,1,1,3,0.760221946,0.6897293
23,19,1,1,199,1,2,0,3,0.536530875,0.629079917
23,25,1,1,200,2,1,1,3,0.792756444,0.754455116
23,32,1,2,201,2,2,1,3,0.481068042,0.485792743
23,18,1,2,202,3,2,1,3,0.195449494,0.209905832
23,39,1,1,203,2,1,1,3,0.539931387,0.589461065
23,25,1,1,204,3,2,0,1,0.623624228,0.576603443
23,25,1,2,205,3,2,1,3,0.709475072,0.689541234
23,37,1,2,206,2,1,0,2,0.793634484,0.832007432
23,33,1,2,207,1,2,1,4,0.47677865,0.434576678
23,19,1,2,208,3,1,0,1,1.367936239,1.380778332
23,19,1,2,209,3,2,1,2,0.875520149,0.931577609
23,25,1,2,210,3,1,0,2,0.705334984,0.724302708
23,32,1,1,211,2,1,1,4,0.682000953,0.630002263
23,18,1,1,212,3,2,0,1,0.627701579,0.632678842
23,39,1,1,213,2,1,1,4,0.482067036,0.39673052
23,25,1,1,214,3,1,1,2,0.635354306,0.630438804
23,25,1,1,215,1,2,0,3,0.584344553,0.46040491
23,37,1,1,216,1,1,1,4,0.509732673,0.459970668
23,33,1,1,217,1,1,1,4,0.386851447,0.295189734
23,19,1,1,218,3,1,1,2,0.659143241,0.694331317
23,19,1,1,219,2,1,1,3,0.718865581,0.746942171
23,25,1,1,220,1,1,1,4,0.475259378,0.444450027
23,32,1,1,221,3,2,0,2,0.867529203,0.897774217
23,18,1,2,222,3,2,1,2,0.792332216,0.630395937
23,39,1,1,223,1,1,1,4,0.383291787,0.381529299
23,25,1,2,224,3,1,0,1,1.264424114,1.193091982
23,25,1,2,225,3,1,0,1,0.862116636,0.829334479
23,37,1,1,226,1,2,0,3,0.56281009,0.66867989
23,33,1,2,227,1,2,1,4,0.445461409,0.480606598
23,19,1,2,228,3,2,1,2,0.758537451,0.724775421
23,19,1,2,229,2,1,0,3,0.801179694,0.867049344
23,25,1,2,230,2,2,1,4,0.677354081,0.635630378
23,32,1,2,231,1,2,1,4,0.405848236,0.361038216
23,18,1,2,232,1,1,0,3,0.430845494,0.442754232
23,39,1,1,233,3,2,0,2,1.091469414,1.045531217
23,25,1,1,234,2,1,1,3,0.450430778,0.448488188
23,25,1,1,235,3,2,0,1,1.041654454,1.021867154
23,37,1,2,236,3,1,0,1,0.797629775,0.829250432
23,33,1,1,237,1,1,1,5,0.486445693,0.444674044
23,19,1,1,238,3,2,0,1,1.333408649,1.302656017
23,19,1,2,239,1,2,1,5,0.380153268,0.479056826
23,25,1,1,240,2,2,0,2,0.625788494,0.569859926
22,26,2,1,1,1,2,0,3,0.521579072,0.548737663
22,18,2,1,2,2,1,1,3,0.659922339,0.587236788
22,34,2,1,3,2,1,1,3,0.554952708,0.574333638
22,36,2,2,4,2,1,0,3,0.487137418,0.45156204
22,21,2,1,5,1,1,1,4,0.322791771,0.329367205
22,21,2,1,6,3,2,0,1,1.214492499,1.27362877
22,36,2,1,7,1,1,1,5,0.418145905,0.482111167
22,36,2,1,8,1,2,0,3,0.482024757,0.425739748
22,21,2,2,9,3,1,0,1,1.565157068,1.597338834
22,33,2,2,10,3,1,0,1,0.768313452,0.790881002
22,26,2,2,11,1,2,1,5,0.47722645,0.486015985
22,18,2,2,12,3,1,0,1,0.464540148,0.367545342
22,34,2,2,13,3,2,1,3,0.749336445,0.748718459
22,36,2,2,14,1,2,1,4,0.335601485,0.340187431
22,21,2,1,15,3,1,1,2,1.034231753,1.045972251
22,21,2,2,16,3,1,0,1,1.460525308,1.447039722
22,36,2,1,17,1,2,0,4,0.681733678,0.735043789
22,36,2,2,18,3,1,0,1,0.690806794,0.60709195
22,21,2,1,19,1,1,1,4,0.358632967,0.396514554
22,33,2,2,20,3,1,0,2,1.198031114,1.182814755
22,26,2,2,21,2,2,1,3,0.613387015,0.702940552
22,18,2,2,22,1,2,1,5,0.501536405,0.48596624
22,34,2,2,23,3,2,1,2,1.154749739,1.122712392
22,36,2,1,24,1,2,0,3,0.585774431,0.522752934
22,21,2,1,25,1,1,1,5,0.464601322,0.407191774
22,21,2,2,26,1,2,1,5,0.236755216,0.206871482
22,36,2,1,27,1,1,1,4,0.494935677,0.468138592
22,36,2,2,28,2,1,0,3,0.512069017,0.52428067
22,21,2,2,29,3,1,0,2,1.465172377,1.513672974
22,33,2,1,30,1,1,1,4,0.449457701,0.409760044
22,26,2,2,31,2,1,0,2,0.51641129,0.430918473
22,18,2,1,32,3,2,0,1,1.090740596,1.019318135
22,34,2,1,33,1,1,1,4,0.574656236,0.646778328
22,36,2,2,34,3,1,0,1,0.690686887,0.751448877
22,21,2,1,35,1,2,0,3,0.576374911,0.497673027
22,21,2,2,36,2,1,0,3,0.83096571,0.844532608
22,36,2,2,37,1,2,1,5,0.333870829,0.298691439
22,36,2,1,38,3,1,1,3,0.941269501,0.912208196
22,21,2,1,39,2,1,1,3,0.676078124,0.726428657
22,33,2,1,40,1,1,1,5,0.217361914,0.219758967
22,26,2,1,41,3,1,1,2,0.94112569,0.970423841
22,18,2,2,42,1,1,0,3,0.496431484,0.402704453
22,34,2,1,43,3,1,1,3,0.787344491,0.87261152
22,36,2,1,44,1,1,1,4,0.469440331,0.434679315
22,21,2,2,45,2,2,1,3,0.358452956,0.411371002
22,21,2,1,46,1,1,1,5,0.546865366,0.605635879
22,36,2,2,47,1,2,1,5,0.310837499,0.274973495
22,36,2,1,48,1,2,0,4,0.581304727,0.49101537
22,21,2,1,49,3,1,1,2,0.658254972,0.689086825
22,33,2,2,50,3,1,0,2,0.932377581,0.830906404
22,26,2,2,51,2,1,0,3,0.814100309,0.818068145
22,18,2,2,52,2,1,0,2,0.717690416,0.677226298
22,34,2,1,53,3,1,1,2,0.88662357,0.913261251
22,36,2,2,54,1,1,0,4,0.812196482,0.841200159
22,21,2,1,55,1,2,0,4,0.423534002,0.358693631
22,21,2,1,56,2,1,1,3,0.950440381,0.928673064
22,36,2,1,57,2,1,1,3,0.698798499,0.699023462
22,36,2,2,58,1,2,1,5,0.310402615,0.284119213
22,21,2,1,59,3,1,1,2,0.798684769,0.820629367
22,33,2,2,60,2,1,0,2,0.849533279,0.891120795
22,26,2,2,61,2,2,1,3,0.498495609,0.437338296
22,18,2,2,62,3,1,0,1,1.296572445,1.217765788
22,34,2,2,63,2,2,1,4,0.650373813,0.747038202
22,36,2,2,64,1,1,0,4,0.560373998,0.570877347
22,21,2,1,65,3,2,0,1,1.166210824,1.20410501
22,21,2,1,66,2,1,1,3,0.613577391,0.670462918
22,36,2,1,67,3,2,0,1,0.631224058,0.649322199
22,36,2,1,68,2,1,1,4,0.475551264,0.463228863
22,21,2,1,69,1,1,1,4,0.250868076,0.279072458
22,33,2,1,70,1,1,1,5,0.194095743,0.214408562
22,26,2,2,71,3,1,0,1,0.984990259,0.959377807
22,18,2,2,72,1,2,1,4,0.35850973,0.279265989
22,34,2,1,73,3,2,0,1,1.103535426,1.078435749
22,36,2,1,74,1,1,1,4,0.284969475,0.301150625
22,21,2,2,75,3,2,1,3,0.661906983,0.693735219
22,21,2,1,76,2,1,1,3,0.632639936,0.6401271
22,36,2,1,77,3,1,1,3,0.559087197,0.621609299
22,36,2,2,78,3,1,0,2,0.934718081,0.959106437
22,21,2,2,79,2,1,0,3,0.782036816,0.738551374
22,33,2,2,80,2,2,1,4,0.773894786,0.763968208
22,26,2,1,81,2,2,0,2,0.857634062,0.816796201
22,18,2,1,82,3,2,0,1,1.555776281,1.495467917
22,34,2,1,83,1,1,1,5,0.3391797,0.335162441
22,36,2,1,84,3,2,0,1,1.322755773,1.271348295
22,21,2,2,85,1,1,0,3,0.6930896,0.69050807
22,21,2,2,86,2,2,1,3,0.643036268,0.708304069
22,36,2,2,87,3,2,1,2,0.988820754,0.997847382
22,36,2,2,88,3,2,1,3,0.949654905,0.991665231
22,21,2,1,89,1,1,1,4,0.347593223,0.35623235
22,33,2,2,90,1,2,1,4,0.389103509,0.353866473
22,26,2,2,91,3,1,0,2,0.976419746,0.997753645
22,18,2,1,92,2,1,1,4,0.671169247,0.680555663
22,34,2,2,93,1,1,0,3,0.656655959,0.622371436
22,36,2,1,94,2,2,0,2,0.769040522,0.758084477
22,21,2,1,95,2,2,0,3,0.715215671,0.664673304
22,21,2,2,96,2,1,0,3,0.776891085,0.713672541
22,36,2,1,97,1,1,1,5,0.314955887,0.330330874
22,36,2,1,98,2,1,1,3,0.675087902,0.692131506
22,21,2,2,99,3,2,1,2,0.93907101,0.963205666
22,33,2,1,100,2,1,1,3,0.713413849,0.77210754
22,26,2,1,101,3,2,0,2,0.653273975,0.705033011
22,18,2,2,102,1,2,1,4,0.347851253,0.26980347
22,34,2,1,103,1,1,1,5,0.372582999,0.41736311
22,36,2,1,104,1,1,1,4,0.550035633,0.522389483
22,21,2,1,105,1,1,1,5,0.446494163,0.387401617
22,21,2,1,106,2,2,0,2,0.554001179,0.541107298
22,36,2,1,107,2,2,0,2,0.827429625,0.760466624
22,36,2,2,108,3,1,0,1,0.643084216,0.65788111
22,21,2,1,109,2,1,1,3,0.590138586,0.530808218
22,33,2,1,110,3,1,1,3,0.596575061,0.471626024
22,26,2,2,111,2,2,1,4,0.702780348,0.664043799
22,18,2,2,112,3,1,0,2,0.458711472,0.534010671
22,34,2,1,113,3,1,1,3,0.97377996,0.881470264
22,36,2,2,114,2,2,1,3,0.784348342,0.791000479
22,21,2,2,115,2,1,0,2,0.538430912,0.462646249
22,21,2,2,116,2,2,1,4,0.523645285,0.49695195
22,36,2,1,117,2,1,1,4,0.560692773,0.422915946
22,36,2,1,118,1,1,1,5,0.350391557,0.399756553
22,21,2,1,119,1,1,1,4,0.316592347,0.191702704
22,33,2,2,120,3,1,0,1,1.164260556,1.197247457
22,26,2,1,121,2,2,0,3,0.681721992,0.637592594
22,18,2,1,122,3,1,1,3,1.033637378,1.037284833
22,34,2,2,123,2,2,1,3,0.822488712,0.777556173
22,36,2,2,124,1,2,1,5,0.340940278,0.29162902
22,21,2,2,125,2,1,0,2,0.660506205,0.628926955
22,21,2,2,126,1,2,1,4,0.464149591,0.477134927
22,36,2,2,127,1,1,0,4,0.426564853,0.449754773
22,36,2,2,128,2,2,1,3,0.457786595,0.472344283
22,21,2,2,129,3,2,1,2,0.605373087,0.622525732
22,33,2,1,130,1,1,1,4,0.491855402,0.53064931
22,26,2,1,131,3,1,1,2,0.847876283,0.846284598
22,18,2,1,132,2,2,0,3,0.828843304,0.829186492
22,34,2,1,133,1,1,1,5,0.319396736,0.310217177
22,36,2,1,134,3,1,1,3,0.843260719,0.870535489
22,21,2,2,135,3,1,0,1,1.183552519,1.163317419
22,21,2,1,136,1,1,1,5,0.328182775,0.347236598
22,36,2,1,137,1,1,1,4,0.392381767,0.477156045
22,36,2,2,138,1,2,1,4,0.378970623,0.333623475
22,21,2,1,139,1,1,1,4,0.398329789,0.327073767
22,33,2,2,140,1,2,1,4,0.323393169,0.303357431
22,26,2,1,141,3,2,0,1,0.842465646,0.807558144
22,18,2,1,142,2,2,0,3,0.580744551,0.565609469
22,34,2,1,143,3,1,1,2,0.882573319,0.917119466
22,36,2,1,144,3,2,0,1,0.878282655,0.915999876
22,21,2,1,145,3,1,1,2,0.709651463,0.744082289
22,21,2,1,146,3,1,1,3,0.718428156,0.659407239
22,36,2,2,147,1,2,1,5,0.416460938,0.546587456
22,36,2,2,148,3,1,0,2,0.951828307,0.957100294
22,21,2,2,149,2,2,1,3,0.610958636,0.597187264
22,33,2,2,150,2,1,0,3,0.541912891,0.528090334
22,26,2,2,151,2,2,1,3,0.593747582,0.547099251
22,18,2,2,152,2,1,0,2,0.674760602,0.623896951
22,34,2,2,153,3,2,1,3,0.805612864,0.793209474
22,36,2,1,154,3,2,0,1,0.532517818,0.48719189
22,21,2,1,155,2,1,1,4,0.544112173,0.617574236
22,21,2,2,156,2,2,1,4,0.482389566,0.436485685
22,36,2,2,157,1,1,0,4,0.531192595,0.572066224
22,36,2,2,158,3,1,0,1,0.717671868,0.801826355
22,21,2,2,159,2,2,1,4,0.796631028,0.830909646
22,33,2,2,160,1,2,1,4,0.483235785,0.473374145
22,26,2,2,161,1,2,1,4,0.350170868,0.383159867
22,18,2,1,162,1,2,0,4,0.49112811,0.630203508
22,34,2,2,163,1,2,1,5,0.413438269,0.370934934
22,36,2,1,164,3,2,0,1,0.652283516,0.640049459
22,21,2,2,165,1,2,1,5,0.31940778,0.21832349
22,21,2,2,166,1,1,0,3,0.628484692,0.605785548
22,36,2,2,167,2,2,1,3,0.625653484,0.574945596
22,36,2,2,168,2,1,0,3,0.446538491,0.454914549
22,21,2,1,169,3,1,1,3,0.789503204,0.679861528
22,33,2,2,170,1,2,1,4,0.289819815,0.301145861
22,26,2,2,171,2,2,1,4,0.582000738,0.545129078
22,18,2,2,172,2,2,1,4,0.60334886,0.525710928
22,34,2,1,173,2,2,0,2,0.719906762,0.783672355
22,36,2,2,174,3,1,0,2,0.829785755,0.781180751
22,21,2,2,175,2,2,1,3,0.644769485,0.563139169
22,21,2,1,176,3,2,0,2,1.062126436,1.113931796
22,36,2,2,177,3,1,0,1,0.408422183,0.374752523
22,36,2,1,178,3,1,1,3,1.121336332,1.220388121
22,21,2,1,179,2,2,0,2,0.493350428,0.421606793
22,33,2,2,180,1,2,1,4,0.510187995,0.457790041
22,26,2,1,181,1,1,1,5,0.34964958,0.40460054
22,18,2,1,182,2,2,0,3,0.976289354,0.864684017
22,34,2,2,183,1,1,0,4,0.435036164,0.472015956
22,36,2,1,184,2,2,0,2,0.620231723,0.591490187
22,21,2,2,185,1,2,1,5,0.365166037,0.316165647
22,21,2,2,186,2,1,0,2,0.540723829,0.530758065
22,36,2,2,187,1,2,1,4,0.521171135,0.517055563
22,36,2,1,188,1,1,1,4,0.395326966,0.463903502
22,21,2,1,189,2,2,0,3,0.924656168,0.882579618
22,33,2,1,190,1,1,1,4,0.428010807,0.339948219
22,26,2,2,191,1,2,1,4,0.401866532,0.423010274
22,18,2,2,192,2,1,0,3,0.793893607,0.86016896
22,34,2,1,193,3,1,1,3,0.928627257,0.889835259
22,36,2,1,194,3,1,1,2,0.843378628,0.828444581
22,21,2,2,195,2,2,1,3,0.572606488,0.497474963
22,21,2,1,196,2,1,1,3,0.659655713,0.685799689
22,36,2,1,197,1,1,1,4,0.324361613,0.352806773
22,36,2,2,198,1,2,1,4,0.34222578,0.382540647
22,21,2,2,199,2,1,0,3,0.94178743,0.975062535
22,33,2,2,200,1,2,1,4,0.541781794,0.669764596
22,26,2,1,201,3,1,1,2,0.591385089,0.665646584
22,18,2,1,202,2,1,1,3,0.508958061,0.416769863
22,34,2,1,203,3,2,0,1,1.312271918,1.369080654
22,36,2,2,204,3,2,1,3,0.934520402,0.889181222
22,21,2,1,205,2,1,1,3,0.758775979,0.770622241
22,21,2,1,206,3,2,0,2,0.462128051,0.497170919
22,36,2,2,207,2,1,0,2,0.663126499,0.632969672
22,36,2,2,208,3,1,0,1,0.989334111,0.952574482
22,21,2,1,209,2,1,1,3,0.663880741,0.711617755
22,33,2,1,210,2,1,1,4,0.3026902,0.379501834
22,26,2,1,211,1,1,1,5,0.607737972,0.619494739
22,18,2,2,212,3,2,1,2,1.14614444,1.073337024
22,34,2,2,213,3,2,1,3,0.799080012,0.789318936
22,36,2,1,214,2,1,1,4,0.698949229,0.688175122
22,21,2,2,215,3,1,0,2,0.791509618,0.877503101
22,21,2,1,216,3,1,1,2,0.761140973,0.728404946
22,36,2,2,217,1,2,1,5,0.23915735,0.287030245
22,36,2,2,218,2,2,1,4,0.579412317,0.570209646
22,21,2,1,219,2,2,0,2,0.633781262,0.542232512
22,33,2,2,220,3,2,1,2,0.723994588,0.779502357
22,26,2,1,221,1,1,1,4,0.319570869,0.369865123
22,18,2,2,222,1,2,1,4,0.378636471,0.377801653
22,34,2,2,223,3,1,0,1,0.415283467,0.354236728
22,36,2,1,224,2,2,0,3,0.661657381,0.746799218
22,21,2,2,225,2,1,0,2,0.741212243,0.753642778
22,21,2,1,226,1,1,1,4,0.257281053,0.21655684
22,36,2,2,227,1,2,1,5,0.633709743,0.671241872
22,36,2,2,228,2,1,0,3,0.796149684,0.789943641
22,21,2,1,229,3,1,1,3,0.604313789,0.680404449
22,33,2,2,230,2,1,0,2,0.663331404,0.566061323
22,26,2,2,231,3,1,0,1,1.681659616,1.686862586
22,18,2,1,232,2,2,0,3,0.739176113,0.700980583
22,34,2,1,233,2,1,1,3,0.325180697,0.370364444
22,36,2,1,234,3,2,0,2,1.290671654,1.309338403
22,21,2,2,235,3,1,0,1,0.45249594,0.51102067
22,21,2,2,236,1,2,1,5,0.366478786,0.386493152
22,36,2,1,237,3,2,0,2,1.371310856,1.312488718
22,36,2,2,238,2,2,1,3,0.618320141,0.684987203
22,21,2,1,239,3,1,1,3,0.906088439,0.865345018
22,33,2,1,240,3,2,0,2,0.935816644,0.941784605
21,26,1,2,1,3,2,1,3,0.741085167,0.64558191
21,34,1,2,2,3,2,1,3,0.600584303,0.519208935
21,24,1,1,3,3,1,1,2,0.852047015,0.810404149
21,19,1,2,4,3,1,0,1,0.833526303,0.807086695
21,38,1,1,5,3,1,1,2,0.88991644,0.835928211
21,35,1,1,6,1,1,1,4,0.308384713,0.365552943
21,21,1,2,7,1,2,1,4,0.371840002,0.331769922
21,19,1,1,8,3,2,0,1,1.042764115,1.002387589
21,23,1,1,9,2,2,0,2,0.875204429,0.855892998
21,29,1,2,10,2,2,1,4,0.832712113,0.84475419
21,26,1,2,11,3,2,1,3,0.708235125,0.733161161
21,34,1,1,12,3,2,0,2,0.437024381,0.454308691
21,24,1,2,13,2,2,1,4,0.676157723,0.608183598
21,19,1,1,14,2,1,1,3,0.548851862,0.544632927
21,38,1,1,15,3,1,1,3,0.847609099,0.818680043
21,35,1,2,16,1,2,1,4,0.502402005,0.528733983
21,21,1,2,17,2,2,1,4,0.603982849,0.523064188
21,19,1,2,18,1,2,1,5,0.466293514,0.48047798
21,23,1,2,19,1,1,0,4,0.47204045,0.434247749
21,29,1,1,20,1,2,0,3,0.5067932,0.528641196
21,26,1,2,21,3,1,0,2,1.470789511,1.472695022
21,34,1,1,22,1,1,1,5,0.541093545,0.598729683
21,24,1,1,23,2,2,0,2,0.7526215,0.809591506
21,19,1,2,24,2,2,1,3,0.60091597,0.604518426
21,38,1,2,25,1,2,1,5,0.404109644,0.442713229
21,35,1,2,26,3,1,0,2,1.201293665,1.209894299
21,21,1,1,27,2,2,0,3,0.560149822,0.537470789
21,19,1,1,28,2,1,1,3,0.630509227,0.521325015
21,23,1,1,29,2,1,1,4,0.524173518,0.472663096
21,29,1,1,30,2,2,0,3,0.820824142,0.768459301
21,26,1,1,31,3,1,1,2,0.723702256,0.641710325
21,34,1,1,32,1,1,1,5,0.334094204,0.285126538
21,24,1,2,33,1,2,1,5,0.277486772,0.285113744
21,19,1,2,34,1,2,1,4,0.43567094,0.485577675
21,38,1,1,35,2,2,0,3,0.916574204,0.917647242
21,35,1,2,36,2,2,1,4,0.651500859,0.736934285
21,21,1,1,37,3,2,0,2,1.586329489,1.642053544
21,19,1,2,38,1,2,1,5,0.587229247,0.593558621
21,23,1,2,39,3,2,1,3,0.830871004,0.806361005
21,29,1,1,40,2,1,1,4,0.59824621,0.660673748
21,26,1,2,41,2,2,1,3,0.430480813,0.340320373
21,34,1,2,42,2,2,1,4,0.640418244,0.67976023
21,24,1,1,43,2,2,0,3,0.61124555,0.690451794
21,19,1,1,44,1,1,1,5,0.533839723,0.460308556
21,38,1,1,45,3,1,1,3,0.565827261,0.603877414
21,35,1,1,46,3,1,1,2,1.005876178,1.036121296
21,21,1,2,47,3,1,0,1,1.206074473,1.161357591
21,19,1,2,48,2,1,0,3,0.760867732,0.723894435
21,23,1,1,49,1,1,1,5,0.369042218,0.374960932
21,29,1,1,50,2,2,0,2,1.010572471,0.930823558
21,26,1,2,51,3,1,0,2,1.756759694,1.673588588
21,34,1,1,52,3,2,0,2,1.17204892,1.14521124
21,24,1,1,53,2,1,1,4,0.672109199,0.698415828
21,19,1,1,54,2,1,1,3,0.585304473,0.662674959
21,38,1,1,55,3,1,1,2,0.951722615,0.971441749
21,35,1,2,56,3,1,0,2,0.989492203,0.991318399
21,21,1,1,57,2,2,0,3,0.620103159,0.684907201
21,19,1,1,58,2,1,1,3,0.592827984,0.5570345
21,23,1,1,59,1,2,0,4,0.573722208,0.606997443
21,29,1,2,60,2,1,0,2,0.61005995,0.63434401
21,26,1,1,61,1,1,1,4,0.277467367,0.299053058
21,34,1,1,62,1,1,1,4,0.299698913,0.286397937
21,24,1,1,63,3,1,1,2,0.808810484,0.797013132
21,19,1,2,64,2,2,1,3,0.759829353,0.860867637
21,38,1,2,65,2,1,0,2,0.883876799,0.837243366
21,35,1,1,66,2,1,1,3,0.360473716,0.317627406
21,21,1,1,67,2,1,1,3,0.710114639,0.669118767
21,19,1,2,68,2,1,0,3,0.681452973,0.711752294
21,23,1,1,69,1,1,1,4,0.371823458,0.40982166
21,29,1,2,70,3,2,1,2,0.783214138,0.828862221
21,26,1,1,71,3,1,1,2,0.990558763,0.994141169
21,34,1,2,72,3,1,0,2,0.766977517,0.846952737
21,24,1,1,73,1,2,0,3,0.590002133,0.624680492
21,19,1,1,74,3,1,1,3,0.577846941,0.51446622
21,38,1,2,75,2,1,0,3,0.599348144,0.658474189
21,35,1,1,76,1,1,1,4,0.309084444,0.343072411
21,21,1,1,77,1,1,1,5,0.355847283,0.349811822
21,19,1,2,78,3,2,1,2,0.745318556,0.700543743
21,23,1,1,79,1,2,0,3,0.651206838,0.610616746
21,29,1,2,80,2,2,1,3,0.630202736,0.594249524
21,26,1,1,81,2,2,0,3,0.689906237,0.731123065
21,34,1,2,82,1,2,1,4,0.483028089,0.478580193
21,24,1,2,83,1,2,1,5,0.394136344,0.388581622
21,19,1,1,84,2,1,1,4,0.52203992,0.511253385
21,38,1,1,85,3,1,1,3,0.714811284,0.769652163
21,35,1,2,86,2,1,0,2,0.553836612,0.565497822
21,21,1,2,87,1,2,1,5,0.433194515,0.388185569
21,19,1,1,88,3,2,0,2,0.850182059,0.873921507
21,23,1,2,89,3,1,0,1,1.098509828,1.121371167
21,29,1,1,90,1,2,0,4,0.480442417,0.529942162
21,26,1,1,91,3,1,1,2,1.180843299,1.171084732
21,34,1,2,92,3,1,0,2,0.944410128,0.877345174
21,24,1,1,93,2,2,0,2,0.60995033,0.606917629
21,19,1,2,94,2,2,1,3,0.630495833,0.625615451
21,38,1,2,95,3,1,0,1,0.526459588,0.532027357
21,35,1,2,96,2,2,1,3,0.482247749,0.443315835
21,21,1,2,97,2,2,1,4,0.578298959,0.474628611
21,19,1,2,98,3,2,1,3,0.737084728,0.812694853
21,23,1,2,99,1,2,1,5,0.39798395,0.362289727
21,29,1,2,100,1,2,1,4,0.453497233,0.52784798
21,26,1,1,101,3,2,0,1,1.327372625,1.326500989
21,34,1,1,102,1,2,0,4,0.456431528,0.42712897
21,24,1,1,103,3,1,1,2,0.698869993,0.643874263
21,19,1,1,104,1,2,0,3,0.552866499,0.530670856
21,38,1,1,105,3,1,1,3,0.691160654,0.738234941
21,35,1,2,106,3,1,0,2,1.572499467,1.695753984
