"","subj_no","age","day","stim","trial","difficulty","resp","corr","conf","RT"
"2487",10,36,2,1,87,1,1,1,5,0.463791503337796
"2488",10,39,2,1,88,2,1,1,3,0.621275688158559
"2489",10,25,2,1,89,1,2,0,4,0.647438050902033
"2490",10,32,2,2,90,3,1,0,2,0.666855283275555
"2491",10,30,2,1,91,2,2,0,3,0.747048918685725
"2492",10,22,2,1,92,1,1,1,5,0.245327857162004
"2493",10,28,2,1,93,1,1,1,4,0.377868223955594
"2494",10,30,2,2,94,2,1,0,2,0.776644677600845
"2495",10,23,2,1,95,2,1,1,3,0.647502952235366
"2496",10,38,2,2,96,2,2,1,4,0.577292096911177
"2497",10,36,2,2,97,1,1,0,4,0.498306506287522
"2498",10,39,2,1,98,2,1,1,3,0.776144589945087
"2499",10,25,2,1,99,3,1,1,2,0.29049293812905
"2500",10,32,2,1,100,1,1,1,5,0.472129969074856
"2501",10,30,2,2,101,1,2,1,5,0.332040375117026
"2502",10,22,2,2,102,3,2,1,2,0.67352780399002
"2503",10,28,2,1,103,1,1,1,4,0.312526938708955
"2504",10,30,2,1,104,3,1,1,3,0.692669621705722
"2505",10,23,2,2,105,2,2,1,3,0.662379680794482
"2506",10,38,2,1,106,3,1,1,3,0.685669728143197
"2507",10,36,2,2,107,1,2,1,4,0.392490847842217
"2508",10,39,2,1,108,3,2,0,1,0.60351705217392
"2509",10,25,2,2,109,1,2,1,4,0.371107095180583
"2510",10,32,2,2,110,3,2,1,2,0.694642553374836
"2511",10,30,2,2,111,1,1,0,3,0.461341993443375
"2512",10,22,2,1,112,2,2,0,3,0.79962494150136
"2513",10,28,2,1,113,3,2,0,1,1.60230728044079
"2514",10,30,2,1,114,1,1,1,5,0.367798945139201
"2515",10,23,2,2,115,2,2,1,3,0.536089207746537
"2516",10,38,2,2,116,1,2,1,4,0.399969925413706
"2517",10,36,2,1,117,3,2,0,2,0.947249258691367
"2518",10,39,2,2,118,2,1,0,3,0.674199557416175
"2519",10,25,2,1,119,3,2,0,2,1.01399147650966
"2520",10,32,2,2,120,1,2,1,4,0.588815287388056
"2521",10,30,2,1,121,1,1,1,5,0.34473269607597
"2522",10,22,2,2,122,3,1,0,2,0.815520382819423
"2523",10,28,2,1,123,1,1,1,4,0.418447548629996
"2524",10,30,2,2,124,2,2,1,3,0.45713743992998
"2525",10,23,2,2,125,1,1,0,4,0.461980029706374
"2526",10,38,2,1,126,3,1,1,3,0.796095379135023
"2527",10,36,2,1,127,3,1,1,3,0.616481381629322
"2528",10,39,2,2,128,1,2,1,5,0.329830981063327
"2529",10,25,2,1,129,2,2,0,2,0.876376979783033
"2530",10,32,2,1,130,3,1,1,2,0.834017480559091
"2531",10,30,2,2,131,2,1,0,3,0.717227961649717
"2532",10,22,2,2,132,1,2,1,5,0.453303020653923
"2533",10,28,2,2,133,3,1,0,1,1.12994863326368
"2534",10,30,2,2,134,2,1,0,2,0.661035924286971
"2535",10,23,2,1,135,3,2,0,2,0.971956479855856
"2536",10,38,2,1,136,1,2,0,4,0.603544499950802
"2537",10,36,2,1,137,3,1,1,3,0.764303440028831
"2538",10,39,2,2,138,2,2,1,3,0.914045529159515
"2539",10,25,2,2,139,1,1,0,4,0.514989297751686
"2540",10,32,2,2,140,3,1,0,1,0.886674078388081
"2541",10,30,2,1,141,2,1,1,3,0.533286169871286
"2542",10,22,2,2,142,3,1,0,1,1.29620374203015
"2543",10,28,2,1,143,2,1,1,4,0.526590522640595
"2544",10,30,2,1,144,3,1,1,2,0.719374128802757
"2545",10,23,2,1,145,3,1,1,3,0.593884037873303
"2546",10,38,2,1,146,2,1,1,4,0.770908683809438
"2547",10,36,2,1,147,3,2,0,2,0.468319968009257
"2548",10,39,2,1,148,2,2,0,3,0.712389089277952
"2549",10,25,2,2,149,2,1,0,3,0.406596873316308
"2550",10,32,2,2,150,2,1,0,2,0.684115981358407
"2551",10,30,2,2,151,3,1,0,1,1.39644156841998
"2552",10,22,2,1,152,3,2,0,1,1.52718783331346
"2553",10,28,2,1,153,3,2,0,2,0.700166160053915
"2554",10,30,2,2,154,1,2,1,5,0.461887999139396
"2555",10,23,2,1,155,1,1,1,5,0.518811149468143
"2556",10,38,2,2,156,2,2,1,4,0.528782037205776
"2557",10,36,2,1,157,3,2,0,2,1.05502131366301
"2558",10,39,2,1,158,1,2,0,4,0.336044308113592
"2559",10,25,2,2,159,1,2,1,5,0.284544462496152
"2560",10,32,2,2,160,1,2,1,5,0.369211395990128
"2561",10,30,2,1,161,3,2,0,2,0.960850044139309
"2562",10,22,2,2,162,2,1,0,2,0.632540808893116
"2563",10,28,2,2,163,1,1,0,3,0.586989613981655
"2564",10,30,2,2,164,2,2,1,4,0.622055689868904
"2565",10,23,2,2,165,3,1,0,1,0.800228111673437
"2566",10,38,2,2,166,1,2,1,5,0.364953135042869
"2567",10,36,2,1,167,2,2,0,3,0.692828089821533
"2568",10,39,2,1,168,3,2,0,1,1.87069380007407
"2569",10,25,2,2,169,1,2,1,5,0.334470798312955
"2570",10,32,2,1,170,2,2,0,3,0.805649069185905
"2571",10,30,2,1,171,2,2,0,3,0.630837343414868
"2572",10,22,2,2,172,1,2,1,5,0.375685975933737
"2573",10,28,2,1,173,3,2,0,1,1.42264133768785
"2574",10,30,2,2,174,2,2,1,3,0.881384926277528
"2575",10,23,2,1,175,1,1,1,4,0.364415374467688
"2576",10,38,2,2,176,3,2,1,3,0.714247483962728
"2577",10,36,2,1,177,1,1,1,4,0.50697223832801
"2578",10,39,2,2,178,1,2,1,5,0.470446379772548
"2579",10,25,2,2,179,1,1,0,3,0.302805710066212
"2580",10,32,2,1,180,2,1,1,3,0.641061034347969
"2581",10,30,2,2,181,1,2,1,4,0.51046455339789
"2582",10,22,2,1,182,1,2,0,3,0.62830181800797
"2583",10,28,2,2,183,2,1,0,3,0.665447588637465
"2584",10,30,2,2,184,2,1,0,2,0.819791482408888
"2585",10,23,2,1,185,1,1,1,4,0.41118366608164
"2586",10,38,2,2,186,2,2,1,4,0.393893840164372
"2587",10,36,2,1,187,1,1,1,4,0.384235364738327
"2588",10,39,2,1,188,3,2,0,2,0.810539780384826
"2589",10,25,2,2,189,3,2,1,3,0.470487069591442
"2590",10,32,2,1,190,2,1,1,3,0.407716832064416
"2591",10,30,2,1,191,1,1,1,4,0.371189154353358
"2592",10,22,2,1,192,2,1,1,3,0.809587922345055
"2593",10,28,2,2,193,2,2,1,3,0.635669514556135
"2594",10,30,2,1,194,3,2,0,1,0.80326590887811
"2595",10,23,2,2,195,1,2,1,4,0.518275211125332
"2596",10,38,2,2,196,3,2,1,2,1.17235383661447
"2597",10,36,2,2,197,1,2,1,5,0.429092685566327
"2598",10,39,2,2,198,1,2,1,4,0.413709878293393
"2599",10,25,2,1,199,3,1,1,2,0.885161741989702
"2600",10,32,2,1,200,1,1,1,5,0.222161038669368
"2601",10,30,2,1,201,1,1,1,5,0.444566897419657
"2602",10,22,2,2,202,3,2,1,2,0.825403471177539
"2603",10,28,2,2,203,3,2,1,2,0.581732211013291
"2604",10,30,2,2,204,1,2,1,5,0.362869832226446
"2605",10,23,2,1,205,2,1,1,4,0.728931796391366
"2606",10,38,2,1,206,2,1,1,3,0.569053375835441
"2607",10,36,2,1,207,2,2,0,2,0.650946977793333
"2608",10,39,2,1,208,2,1,1,3,0.412757310259591
"2609",10,25,2,1,209,2,2,0,2,0.844025391104916
"2610",10,32,2,2,210,1,2,1,5,0.372619253406727
"2611",10,30,2,2,211,3,2,1,2,1.28299060892272
"2612",10,22,2,2,212,1,2,1,5,0.518489555491071
"2613",10,28,2,2,213,1,2,1,4,0.390537032509979
"2614",10,30,2,2,214,3,1,0,2,1.79831448430757
"2615",10,23,2,1,215,2,1,1,3,0.849285239204569
"2616",10,38,2,2,216,3,2,1,3,0.619615220274735
"2617",10,36,2,1,217,2,2,0,2,0.819477695515106
"2618",10,39,2,2,218,1,2,1,4,0.377068084889116
"2619",10,25,2,2,219,1,2,1,4,0.318095055731774
"2620",10,32,2,2,220,3,1,0,1,1.48361148692163
"2621",10,30,2,1,221,2,2,0,2,0.622085464814824
"2622",10,22,2,2,222,1,2,1,5,0.346173702390003
"2623",10,28,2,1,223,3,1,1,2,0.81547301640377
"2624",10,30,2,2,224,2,1,0,2,0.865396413076009
"2625",10,23,2,2,225,2,1,0,3,0.741368842699043
"2626",10,38,2,2,226,2,1,0,3,0.558007639032261
"2627",10,36,2,2,227,2,2,1,3,0.582060672499575
"2628",10,39,2,1,228,3,1,1,2,0.72129262615069
"2629",10,25,2,2,229,2,1,0,3,0.756435823859338
"2630",10,32,2,1,230,2,1,1,3,0.572640569769565
"2631",10,30,2,2,231,3,2,1,2,0.781756167941832
"2632",10,22,2,1,232,3,2,0,1,0.949648117868065
"2633",10,28,2,2,233,1,2,1,5,0.421712379705915
"2634",10,30,2,1,234,3,1,1,3,0.922428707690597
"2635",10,23,2,2,235,2,1,0,2,0.629704683222186
"2636",10,38,2,1,236,3,1,1,2,1.1843876342278
"2637",10,36,2,1,237,1,1,1,4,0.37380913171017
"2638",10,39,2,2,238,1,2,1,5,0.461325955008921
"2639",10,25,2,2,239,1,2,1,5,0.53737791564213
"2640",10,32,2,1,240,2,1,1,4,0.605188144903941
"2641",9,31,2,1,1,2,1,1,4,0.684224684194549
"2642",9,39,2,2,2,1,2,1,4,0.224943692015209
"2643",9,39,2,2,3,2,2,1,4,0.816127121148196
"2644",9,29,2,1,4,2,1,1,3,0.505067976784613
"2645",9,29,2,2,5,1,2,1,5,0.449287541540791
"2646",9,32,2,2,6,2,2,1,3,0.586610960058194
"2647",9,24,2,1,7,3,2,0,1,0.705994734457198
"2648",9,36,2,1,8,3,1,1,3,0.623000900181553
"2649",9,30,2,2,9,3,2,1,2,0.813861150267281
"2650",9,36,2,2,10,1,2,1,4,0.333202309035002
"2651",9,31,2,1,11,3,1,1,3,0.78426468839521
"2652",9,39,2,2,12,1,2,1,5,0.403101696542534
"2653",9,39,2,2,13,1,1,0,4,0.667187639578759
"2654",9,29,2,1,14,1,1,1,5,0.434186664946021
"2655",9,29,2,2,15,1,2,1,5,0.382765039386157
"2656",9,32,2,2,16,1,2,1,4,0.477306557517536
"2657",9,24,2,2,17,1,2,1,5,0.461723075337797
"2658",9,36,2,2,18,3,2,1,2,0.941948988660609
"2659",9,30,2,1,19,2,2,0,2,0.796278932184779
"2660",9,36,2,1,20,3,2,0,2,0.626561466225983
"2661",9,31,2,1,21,1,1,1,4,0.335286439439385
"2662",9,39,2,2,22,3,1,0,2,1.35485037989841
"2663",9,39,2,1,23,3,1,1,2,1.11240178067516
"2664",9,29,2,2,24,3,2,1,3,0.686714156068954
"2665",9,29,2,1,25,2,2,0,3,0.665923216781943
"2666",9,32,2,1,26,3,2,0,2,1.22095967025728
"2667",9,24,2,2,27,3,1,0,2,0.711787684836971
"2668",9,36,2,1,28,1,1,1,4,0.40859464233854
"2669",9,30,2,2,29,3,1,0,1,1.01512597902527
"2670",9,36,2,1,30,2,1,1,3,0.505368219091508
"2671",9,31,2,1,31,2,1,1,4,0.773879522719609
"2672",9,39,2,1,32,1,2,0,3,0.678696492321423
"2673",9,39,2,1,33,2,1,1,4,0.556264101516318
"2674",9,29,2,2,34,3,2,1,3,0.748697156755427
"2675",9,29,2,2,35,3,1,0,1,1.59951601073805
"2676",9,32,2,2,36,3,2,1,3,0.787480716846919
"2677",9,24,2,1,37,1,1,1,5,0.431488921805736
"2678",9,36,2,2,38,3,2,1,3,0.331329652472056
"2679",9,30,2,1,39,2,1,1,3,0.534133475749175
"2680",9,36,2,1,40,1,1,1,4,0.384157543391926
"2681",9,31,2,1,41,2,1,1,3,0.606907957303135
"2682",9,39,2,1,42,1,1,1,4,0.372049618021333
"2683",9,39,2,2,43,2,2,1,3,0.662188013367192
"2684",9,29,2,2,44,3,1,0,2,0.713917062462172
"2685",9,29,2,1,45,2,1,1,4,0.51926142421623
"2686",9,32,2,1,46,2,2,0,2,0.732307514675096
"2687",9,24,2,2,47,1,2,1,5,0.433880324405193
"2688",9,36,2,1,48,1,1,1,5,0.302582053054259
"2689",9,30,2,2,49,2,2,1,4,0.349682222317797
"2690",9,36,2,2,50,2,1,0,2,0.518009399713844
"2691",9,31,2,2,51,2,2,1,4,0.555302506741363
"2692",9,39,2,1,52,3,2,0,2,0.840131788289857
"2693",9,39,2,2,53,2,2,1,3,0.621774874354444
"2694",9,29,2,2,54,2,2,1,4,0.599663556239344
"2695",9,29,2,1,55,3,1,1,2,0.965146966126921
"2696",9,32,2,2,56,1,2,1,4,0.429071659436283
"2697",9,24,2,1,57,2,2,0,2,0.618184738665514
"2698",9,36,2,2,58,3,1,0,1,0.951484303693778
"2699",9,30,2,1,59,3,2,0,2,0.746396323707512
"2700",9,36,2,1,60,1,1,1,5,0.370381910859887
"2701",9,31,2,1,61,2,1,1,3,0.631038655768218
"2702",9,39,2,1,62,2,1,1,4,0.589842394374896
"2703",9,39,2,1,63,2,1,1,4,0.742272138323444
"2704",9,29,2,1,64,1,2,0,3,0.471450403641625
"2705",9,29,2,1,65,1,1,1,4,0.403003431727459
"2706",9,32,2,1,66,3,1,1,2,0.771484281023982
"2707",9,24,2,2,67,3,2,1,3,0.833533845967914
"2708",9,36,2,2,68,1,2,1,4,0.414363175000511
"2709",9,30,2,1,69,1,2,0,4,0.699218978786691
"2710",9,36,2,2,70,1,2,1,4,0.460104899962176
"2711",9,31,2,1,71,2,1,1,3,0.688369578925179
"2712",9,39,2,1,72,3,2,0,2,0.264852068195128
"2713",9,39,2,1,73,2,1,1,4,0.337100538488247
"2714",9,29,2,2,74,2,2,1,3,0.552046155884668
"2715",9,29,2,1,75,1,2,0,3,0.527464984102374
"2716",9,32,2,2,76,3,1,0,2,1.36474774840166
"2717",9,24,2,1,77,3,1,1,3,0.822175941871046
"2718",9,36,2,1,78,2,2,0,2,0.411147954191659
"2719",9,30,2,2,79,3,1,0,2,0.722064307765257
"2720",9,36,2,2,80,1,1,0,4,0.48610107231737
"2721",9,31,2,1,81,3,2,0,2,0.919554639440359
"2722",9,39,2,2,82,1,2,1,5,0.479300309248889
"2723",9,39,2,1,83,1,1,1,5,0.324866669318989
"2724",9,29,2,1,84,2,2,0,3,0.788872974426654
"2725",9,29,2,2,85,1,1,0,4,0.45513433914798
"2726",9,32,2,2,86,1,2,1,5,0.334499386833568
"2727",9,24,2,2,87,2,1,0,2,0.529818166523449
"2728",9,36,2,2,88,2,2,1,3,0.636528213789405
"2729",9,30,2,1,89,2,1,1,4,0.595470743903319
"2730",9,36,2,2,90,3,1,0,2,0.707366312720227
"2731",9,31,2,1,91,3,1,1,3,0.439242846083932
"2732",9,39,2,2,92,2,1,0,3,0.939847925373776
"2733",9,39,2,2,93,2,2,1,3,0.262332598218744
"2734",9,29,2,2,94,2,1,0,2,0.820027253138739
"2735",9,29,2,2,95,2,1,0,2,0.841431268043764
"2736",9,32,2,2,96,2,1,0,2,0.511431148571603
"2737",9,24,2,1,97,1,1,1,4,0.41183457866872
"2738",9,36,2,1,98,1,1,1,4,0.505436478258554
"2739",9,30,2,2,99,3,1,0,2,1.35064343416929
"2740",9,36,2,2,100,3,2,1,3,1.04299953102999
"2741",9,31,2,1,101,2,1,1,3,0.552502508396548
"2742",9,39,2,1,102,1,1,1,5,0.453352915545171
"2743",9,39,2,1,103,3,2,0,1,0.923025632309588
"2744",9,29,2,2,104,3,2,1,2,0.795795843368672
"2745",9,29,2,2,105,3,1,0,2,1.32618739615771
"2746",9,32,2,1,106,1,1,1,4,0.402717085958039
"2747",9,24,2,2,107,3,1,0,2,1.49855411186849
"2748",9,36,2,2,108,1,2,1,5,0.376349043585915
"2749",9,30,2,2,109,3,2,1,2,1.1222964315472
"2750",9,36,2,1,110,2,1,1,3,0.812021660818678
"2751",9,31,2,1,111,1,1,1,4,0.484200433735146
"2752",9,39,2,2,112,2,1,0,2,0.409864468524187
"2753",9,39,2,2,113,1,2,1,5,0.307444054867774
"2754",9,29,2,2,114,3,1,0,1,1.73986448888108
"2755",9,29,2,2,115,2,1,0,2,0.666058902291999
"2756",9,32,2,2,116,3,2,1,3,1.14502304739743
"2757",9,24,2,1,117,1,1,1,5,0.390006594699963
"2758",9,36,2,1,118,2,1,1,3,0.706412503132187
"2759",9,30,2,1,119,1,2,0,3,0.440431774180736
"2760",9,36,2,2,120,1,2,1,5,0.524243015854861
"2761",9,31,2,2,121,1,2,1,4,0.373707757700136
"2762",9,39,2,1,122,1,1,1,4,0.362985021361567
"2763",9,39,2,2,123,3,1,0,2,0.936453952139737
"2764",9,29,2,2,124,3,1,0,1,1.32093998584285
"2765",9,29,2,1,125,1,1,1,4,0.300948056004084
"2766",9,32,2,2,126,3,1,0,1,1.75748441682464
"2767",9,24,2,1,127,2,2,0,2,0.588739043170277
"2768",9,36,2,2,128,1,2,1,5,0.341464115207942
"2769",9,30,2,1,129,2,1,1,4,0.363329985352366
"2770",9,36,2,1,130,2,2,0,2,0.655733361504222
"2771",9,31,2,2,131,2,1,0,3,0.26150321191576
"2772",9,39,2,2,132,2,1,0,2,0.831309715629147
"2773",9,39,2,2,133,3,2,1,3,0.462405597962697
"2774",9,29,2,2,134,3,2,1,2,0.700024153299266
"2775",9,29,2,1,135,3,2,0,1,0.990800457889074
"2776",9,32,2,2,136,2,2,1,3,0.7207456106999
"2777",9,24,2,2,137,1,2,1,5,0.279747880499746
"2778",9,36,2,2,138,2,1,0,3,0.628225750425012
"2779",9,30,2,1,139,2,2,0,2,0.939221095096057
"2780",9,36,2,1,140,3,2,0,2,1.69661824570584
"2781",9,31,2,2,141,3,2,1,3,1.11618970049597
"2782",9,39,2,1,142,1,1,1,5,0.352706084439704
"2783",9,39,2,2,143,1,1,0,3,0.663111455707572
"2784",9,29,2,2,144,2,2,1,4,0.649261681699378
"2785",9,29,2,2,145,2,2,1,3,0.742247293818971
"2786",9,32,2,2,146,2,2,1,3,0.595064431430805
"2787",9,24,2,1,147,3,1,1,3,0.531134013424794
"2788",9,36,2,1,148,2,2,0,3,0.534697980454168
"2789",9,30,2,2,149,1,2,1,5,0.382488658534356
"2790",9,36,2,2,150,3,2,1,3,0.40313337445248
"2791",9,31,2,1,151,3,2,0,1,0.499440840536894
"2792",9,39,2,1,152,1,1,1,5,0.502161430454545
"2793",9,39,2,1,153,1,1,1,4,0.423242038877402
"2794",9,29,2,1,154,1,1,1,5,0.474917407479497
"2795",9,29,2,2,155,1,2,1,4,0.285527754091715
"2796",9,32,2,2,156,1,2,1,4,0.382447918936939
"2797",9,24,2,2,157,3,1,0,2,0.972101078843392
"2798",9,36,2,1,158,2,2,0,2,0.886616101866211
"2799",9,30,2,1,159,1,2,0,4,0.589942462605737
"2800",9,36,2,1,160,2,2,0,2,0.663084271434595
"2801",9,31,2,1,161,2,1,1,3,0.476237239425049
"2802",9,39,2,2,162,2,2,1,3,0.43531905305535
"2803",9,39,2,2,163,3,2,1,3,0.945617677087145
"2804",9,29,2,1,164,2,1,1,4,0.494391843539019
"2805",9,29,2,1,165,1,1,1,5,0.409073777168102
"2806",9,32,2,2,166,1,2,1,5,0.474014942906828
"2807",9,24,2,2,167,1,2,1,4,0.362352792473515
"2808",9,36,2,2,168,1,1,0,3,0.260653918288807
"2809",9,30,2,1,169,3,1,1,2,0.815001749313645
"2810",9,36,2,1,170,3,2,0,2,1.14585727290049
"2811",9,31,2,1,171,2,1,1,3,0.654835252830363
"2812",9,39,2,1,172,1,1,1,4,0.408633662749152
"2813",9,39,2,1,173,2,1,1,4,0.510589189604822
"2814",9,29,2,1,174,2,2,0,3,0.741946972263623
"2815",9,29,2,1,175,1,1,1,5,0.366128280584625
"2816",9,32,2,2,176,3,2,1,3,1.11344649843319
"2817",9,24,2,2,177,3,2,1,3,0.959915576726317
"2818",9,36,2,2,178,1,2,1,5,0.328452047878526
"2819",9,30,2,1,179,1,1,1,5,0.330247317130308
"2820",9,36,2,2,180,3,1,0,2,1.14225063982614
"2821",9,31,2,2,181,1,2,1,4,0.403873604246471
"2822",9,39,2,1,182,2,1,1,3,0.659930094498188
"2823",9,39,2,2,183,2,2,1,4,0.499242967692098
"2824",9,29,2,1,184,3,1,1,2,0.574813842030719
"2825",9,29,2,1,185,3,1,1,3,0.507601966053658
"2826",9,32,2,2,186,3,1,0,1,0.562219676778555
"2827",9,24,2,2,187,3,1,0,2,0.759649367667242
"2828",9,36,2,1,188,1,1,1,5,0.495350491104336
"2829",9,30,2,1,189,2,2,0,3,0.721929696394875
"2830",9,36,2,2,190,1,2,1,4,0.456306580345101
"2831",9,31,2,1,191,1,1,1,5,0.435312525355355
"2832",9,39,2,1,192,2,1,1,3,0.552006333002714
"2833",9,39,2,2,193,2,2,1,3,0.460528811172403
"2834",9,29,2,1,194,2,1,1,4,0.454133045272933
"2835",9,29,2,2,195,3,1,0,2,1.09874220798571
"2836",9,32,2,2,196,1,2,1,4,0.526922724675394
"2837",9,24,2,2,197,3,2,1,3,0.831913266466564
"2838",9,36,2,2,198,3,2,1,2,0.547793030295953
"2839",9,30,2,1,199,3,1,1,3,1.19106405688801
"2840",9,36,2,1,200,1,1,1,4,0.533913558371438
"2841",9,31,2,1,201,2,1,1,3,0.710187712537362
"2842",9,39,2,2,202,1,1,0,3,0.53568478422336
"2843",9,39,2,1,203,1,1,1,4,0.361640184193658
"2844",9,29,2,1,204,2,1,1,3,0.844134435465386
"2845",9,29,2,1,205,1,1,1,5,0.548004522342638
"2846",9,32,2,2,206,2,1,0,3,0.719023416331804
"2847",9,24,2,1,207,1,2,0,3,0.574352600269293
"2848",9,36,2,1,208,3,2,0,2,0.967634465886382
"2849",9,30,2,1,209,1,1,1,5,0.317218669636479
"2850",9,36,2,1,210,3,2,0,1,1.38728232501687
"2851",9,31,2,2,211,2,2,1,4,0.420397534473842
"2852",9,39,2,1,212,1,1,1,5,0.32399787946719
"2853",9,39,2,1,213,2,1,1,4,0.422079824995028
"2854",9,29,2,2,214,3,1,0,2,1.17066851240277
"2855",9,29,2,1,215,2,2,0,2,0.710660002667359
"2856",9,32,2,1,216,3,1,1,2,0.730596056261674
"2857",9,24,2,2,217,2,1,0,2,0.45161519487144
"2858",9,36,2,1,218,3,2,0,2,0.985036138265636
"2859",9,30,2,1,219,3,1,1,2,0.69963197049353
"2860",9,36,2,2,220,3,2,1,3,1.01298073872502
"2861",9,31,2,1,221,2,2,0,2,0.671151846301741
"2862",9,39,2,2,222,1,2,1,4,0.533818018384599
"2863",9,39,2,2,223,1,2,1,5,0.374172866314949
"2864",9,29,2,2,224,3,2,1,3,0.794512976509991
"2865",9,29,2,2,225,1,2,1,5,0.37209609741537
"2866",9,32,2,1,226,2,2,0,2,0.787460728117087
"2867",9,24,2,1,227,1,1,1,5,0.464965046683724
"2868",9,36,2,1,228,3,2,0,1,1.10764775253705
"2869",9,30,2,2,229,3,1,0,1,1.01413457212023
"2870",9,36,2,1,230,2,2,0,3,0.449879823706868
"2871",9,31,2,2,231,2,2,1,3,0.706633622289211
"2872",9,39,2,1,232,3,2,0,2,1.71780363290804
"2873",9,39,2,2,233,3,1,0,2,1.25437953357485
"2874",9,29,2,2,234,2,2,1,3,0.594413968990947
"2875",9,29,2,1,235,3,2,0,1,0.482725649516966
"2876",9,32,2,2,236,1,2,1,4,0.365122505213561
"2877",9,24,2,2,237,1,1,0,4,0.542172727061147
"2878",9,36,2,2,238,2,2,1,4,0.592265430129596
"2879",9,30,2,1,239,3,2,0,1,1.03783564780078
"2880",9,36,2,2,240,3,1,0,2,0.453519036862824
"2881",8,19,2,2,1,3,1,0,1,0.583959984397133
"2882",8,22,2,2,2,2,2,1,4,0.572264142521651
"2883",8,20,2,2,3,1,2,1,4,0.427260434244839
"2884",8,34,2,1,4,3,2,0,2,0.899601688932103
"2885",8,32,2,2,5,2,1,0,2,0.567925970731267
"2886",8,33,2,2,6,1,2,1,5,0.342476741993821
"2887",8,18,2,2,7,1,2,1,5,0.431548227062327
"2888",8,36,2,1,8,3,1,1,3,0.599705955590283
"2889",8,26,2,2,9,1,2,1,4,0.399392959352026
"2890",8,23,2,2,10,1,1,0,4,0.576556386490251
"2891",8,19,2,1,11,3,2,0,1,0.883011825220108
"2892",8,22,2,1,12,2,1,1,3,0.880073615949815
"2893",8,20,2,2,13,1,2,1,5,0.297693006945106
"2894",8,34,2,2,14,1,2,1,4,0.352638216699052
"2895",8,32,2,1,15,2,2,0,2,0.83765546361971
"2896",8,33,2,2,16,2,2,1,4,0.681364350738443
"2897",8,18,2,1,17,1,1,1,5,0.471304561874198
"2898",8,36,2,2,18,3,2,1,2,0.819876703276811
"2899",8,26,2,1,19,3,2,0,1,0.977906348223861
"2900",8,23,2,1,20,3,2,0,1,1.07644860925403
"2901",8,19,2,1,21,2,1,1,3,0.626509061698935
"2902",8,22,2,1,22,1,2,0,4,0.43696375178903
"2903",8,20,2,1,23,3,1,1,2,0.562625547899705
"2904",8,34,2,1,24,1,2,0,4,0.553482071048995
"2905",8,32,2,1,25,3,2,0,1,1.23963012463927
"2906",8,33,2,2,26,1,2,1,4,0.448028723931122
"2907",8,18,2,2,27,3,2,1,2,0.732843754155411
"2908",8,36,2,1,28,1,1,1,4,0.351899332160348
"2909",8,26,2,1,29,3,2,0,2,0.408918382219282
"2910",8,23,2,1,30,2,1,1,3,0.853609126361689
"2911",8,19,2,2,31,1,2,1,4,0.258502944188333
"2912",8,22,2,2,32,3,1,0,1,0.933485234080526
"2913",8,20,2,2,33,3,2,1,2,0.847006110553148
"2914",8,34,2,1,34,3,2,0,2,1.06264252046373
"2915",8,32,2,1,35,1,1,1,5,0.425962020655418
"2916",8,33,2,2,36,3,2,1,2,1.07921642805466
"2917",8,18,2,1,37,1,2,0,4,0.530865273958526
"2918",8,36,2,1,38,1,1,1,5,0.205042721377359
"2919",8,26,2,2,39,1,2,1,5,0.379873360293476
"2920",8,23,2,2,40,3,2,1,3,0.487363714831442
"2921",8,19,2,1,41,3,2,0,1,0.851479262846116
"2922",8,22,2,2,42,1,1,0,4,0.289300863497712
"2923",8,20,2,2,43,2,1,0,2,0.802892472390785
"2924",8,34,2,2,44,3,2,1,2,0.955575897638659
"2925",8,32,2,1,45,3,2,0,2,0.893482983646162
"2926",8,33,2,2,46,2,1,0,3,0.857689595471681
"2927",8,18,2,1,47,2,2,0,3,0.677131213046638
"2928",8,36,2,1,48,2,1,1,3,0.573148772542309
"2929",8,26,2,1,49,2,1,1,4,0.701153998084675
"2930",8,23,2,2,50,3,1,0,2,1.33228561623473
"2931",8,19,2,2,51,2,2,1,3,0.518872063979804
"2932",8,22,2,2,52,2,1,0,2,0.762886551847406
"2933",8,20,2,2,53,2,2,1,3,0.513780465763272
"2934",8,34,2,1,54,3,1,1,2,0.728516653072728
"2935",8,32,2,1,55,1,2,0,4,0.515822241318972
"2936",8,33,2,1,56,3,2,0,2,0.488421582374783
"2937",8,18,2,1,57,2,1,1,4,0.77683491813222
"2938",8,36,2,2,58,3,2,1,3,0.91307962571399
"2939",8,26,2,2,59,3,2,1,3,0.572319418208517
"2940",8,23,2,1,60,3,1,1,2,0.987559401344132
"2941",8,19,2,2,61,2,2,1,4,0.817499516905794
"2942",8,22,2,1,62,3,1,1,3,0.752113797249282
"2943",8,20,2,2,63,1,2,1,4,0.42076451646448
"2944",8,34,2,1,64,3,2,0,2,0.626470289778558
"2945",8,32,2,2,65,1,2,1,4,0.441283837593036
"2946",8,33,2,1,66,1,2,0,3,0.562706254140436
"2947",8,18,2,1,67,2,1,1,3,0.646554279867834
"2948",8,36,2,2,68,3,1,0,2,1.06925576499222
"2949",8,26,2,2,69,1,2,1,5,0.434859795150832
"2950",8,23,2,1,70,3,2,0,1,1.09875409673577
"2951",8,19,2,1,71,3,2,0,2,1.23840417126864
